game_id,player_id,free_resp_prompt,free_resp_answer
bdae4b90-5c3e-4f71-86b4-a1f6f652b797,f3540a99-31be-4868-aa91-39801ac216ba,"In the text box below, please describe any strategies you used to try and beat your opponent.","It was clear after a few rounds that the opponent was simply cycling through each option in order. So I just did the same, but one step ahead. The cycle is disrupted every few rounds but it re-calibrates in the exact same manner so it was simple to adjust the pattern I cycled through. "
e0889cbb-960b-45b3-8294-26dca7d70c5e,46aa57c6-3450-4af3-b214-e3796206e88e,"In the text box below, please describe any strategies you used to try and beat your opponent.",I chose the same one every time since the chances of winning are the same as far as I am able to conclude.
b8f0eec2-2d64-42c6-b3fd-6c94dd773413,b58febc1-ef9c-4022-8686-403f82d88ec2,"In the text box below, please describe any strategies you used to try and beat your opponent.",rock -> paper -> scissor
fca92c82-5fd3-4703-b154-7184cf400e63,18c32ef9-c46c-43aa-8fe0-1a8cc38f20de,"In the text box below, please describe any strategies you used to try and beat your opponent.","To beat the opponent I tried to predict the card he/she was going to choose. I discovered the pattern, which was rock, paper and scissors and then rock again. Thus, I attempted to choose as quickly as possible the opposite card. "
b11a8544-b074-4eb3-985c-7b2527f7428b,7317feb6-9809-4c88-889c-edb4b6c230c4,"In the text box below, please describe any strategies you used to try and beat your opponent.","I noticed rotating between rock, paper, scissors for the most part was successful."
c84a16d5-ab1e-48ec-90fc-d87f8c7e34b1,67c848ff-ce91-4213-9f7c-e706f96d5f39,"In the text box below, please describe any strategies you used to try and beat your opponent.","I focused on seeing what my proponent was playing, and what they would play based on that. "
e2a98207-c6e3-42ff-ab23-09478246d865,efa4eca3-825a-44b2-9b3b-58dca101bd66,"In the text box below, please describe any strategies you used to try and beat your opponent.","I would push on scissors multiple times so that we would match and then push on rock and most of the time, my opponent would still be on scissors. Other than that, I just tried to stay random. "
2d59d1e2-19dd-4d13-a8cd-23fd37105100,3d31330e-bdbf-4ec7-b307-f2b3468db11d,"In the text box below, please describe any strategies you used to try and beat your opponent.",I figured out the order the computer would generally go in. Sometimes it would skip a move but it would go back to that order. 
7b1f724d-dd20-4e98-b46c-a48330d41782,32643f0f-d3c8-4106-9158-ea7fb545a723,"In the text box below, please describe any strategies you used to try and beat your opponent.",Going rock paper scissors 
29c37df0-8c09-4cbe-b45b-b0184622ce7c,e4ea6761-0781-4e78-972b-675617e89cc8,"In the text box below, please describe any strategies you used to try and beat your opponent.",I would randomly choose differnt methods but for the most part I stuck with choosing rock
9239be27-574b-468e-8597-7bac064e9ce5,0f018a63-f1eb-421e-8cef-9b5e021d1221,"In the text box below, please describe any strategies you used to try and beat your opponent.",There seemed to be a sequence with the opponent so i tried to follow that
ed45c0ed-85c8-4270-babb-0a9ee1a15ad3,a7c02cae-cfe8-4205-974f-5c10ee3928c7,"In the text box below, please describe any strategies you used to try and beat your opponent.",I noticed the opponent would usually pick whatever object I picked before so i used the strategy of going in order from Rock to Paper to Scissor 
c1dcf6ea-8afb-497d-8ab4-e15c8c3b2672,f065171d-808d-47a0-8a4a-58c2b41e0959,"In the text box below, please describe any strategies you used to try and beat your opponent.",I would choose the one that I thought they were not going to choose or the one that they had just previously chosen
f39797d0-ef5c-4e43-b691-aa7400e0c6b9,e712146f-e021-4e57-b1cc-d8b5257d016e,"In the text box below, please describe any strategies you used to try and beat your opponent.",I thought that my opponent would chose something to counter my previous attacks so I would do the opposite of what I thought they would do
f91b73c5-69d4-435a-a2fa-72c76ef80dc6,293fcc80-c707-4bbd-8f3d-039db0f18bc0,"In the text box below, please describe any strategies you used to try and beat your opponent.",I tried to think of what my opponent selected previously 
d220e990-9462-403c-aa65-2a9be6913e25,0f09ae2d-06a3-4448-9e13-2dbbafa1466e,"In the text box below, please describe any strategies you used to try and beat your opponent.",To find the patterns it was using and using it against them
6f0aa4e2-1f8f-478e-b175-8fd752c8cec8,6c6c787a-5e80-4818-98f0-c0d1c0cb33c5,"In the text box below, please describe any strategies you used to try and beat your opponent.","If opponent picks rock, their next pick will likely be what beats rock, which is paper. So I will pick scissors. The opponent will likely pick what will beat the thing they lost with before. "
3b89186e-3d71-478d-8f26-ce66259efa5b,5e6c6dd6-ca4e-4299-a24e-6dc7f1daca90,"In the text box below, please describe any strategies you used to try and beat your opponent.","I checked the opponent's previous moves and anticipated what they would do next depending on what they may have thought I would do next. I also paid attention to certain patterns, such as the same move multiple times in a row."
3ea4a9dd-fd88-4090-aa38-008c50292bf9,8730d6bd-1862-4250-87d7-04bc04391775,"In the text box below, please describe any strategies you used to try and beat your opponent.","I tried to detect if there was a pattern/order in which my opponent would choose either rock, paper, scissors. Then, based on that, I had to choose the opposite object in order to beat them."
7a9914e9-75c5-43e3-8e52-e995fdaea545,33125e3d-2faf-4de5-99b0-d63a196d5deb,"In the text box below, please describe any strategies you used to try and beat your opponent.",i noticed that the winning action cycled in order through all three from left to right
c7736160-5774-46dc-baef-7ed8122651e5,f3a0bddd-ddc3-4be3-91cc-6e06c7b52568,"In the text box below, please describe any strategies you used to try and beat your opponent.","Rock is my favorite so I always do rock first, then I decided to switch it up, no strategies really"
15ead9b6-fdf3-44db-bcca-e614e01f7a86,bed6c818-626d-4e2e-9001-ba855ae78231,"In the text box below, please describe any strategies you used to try and beat your opponent.","At one point, I realized I should check my opponent's choices for any patterns, so I did, but no patterns were occurring at least when I checked."
fb7dfbdd-21bd-4389-a84b-cd8ef16f8a7b,4d43259b-d498-40de-98c5-261c48b1daa1,"In the text box below, please describe any strategies you used to try and beat your opponent.","If they were repeatedly selecting an option, I continued along with it a few times, until I chose an alternate one."
8d620393-873f-462a-bd86-09887f3ed0fc,362e4464-1336-4c9f-985a-23d2d783270a,"In the text box below, please describe any strategies you used to try and beat your opponent.",I just picked the symbol the other player picked before me
8a2fffb9-4df6-4f62-aaa4-8e20bdb59847,2ab713fa-cfe7-4993-a8d0-19c7770e6f91,"In the text box below, please describe any strategies you used to try and beat your opponent.","At first, I was analyzing my opponent's movement to try to predict what he will choose after. Later on, I realize the pattern in which the icons where selected"
8b3af868-2e83-4be6-90db-9ef92c30224b,33af7173-44a8-4d03-9707-2fdd85be0361,"In the text box below, please describe any strategies you used to try and beat your opponent.",I noticed a pattern and/or a particular order that caused me to win more often and stuck with it.
b3be5414-3a65-4364-9b4b-893a6df070f9,9292407d-9be8-430d-aade-cda0c1226a63,"In the text box below, please describe any strategies you used to try and beat your opponent.","I did not use any strategy, because I cannot predict what my opponent will choose."
40e64567-8848-4a12-889a-700d1a0cf84d,643954c0-b7e2-4f5f-8ae7-50c335731299,"In the text box below, please describe any strategies you used to try and beat your opponent.",I tried to play them in reverse order and it seemed to work. 
ab1e8bba-a8a2-4e26-9e88-ffe268d094c9,ade9bd7b-3550-49ba-8f0b-4498c5cd3942,"In the text box below, please describe any strategies you used to try and beat your opponent.","I found that the opponent typically chose the option that would beat me given that I chose the same thing(ie If I chose rock, Opponent's next move was usually paper). That being said, Opponent occassionally altered this cycle"
13e54e91-cadd-4669-917b-3afc29e412a4,39036ea4-1d83-469d-af59-30e368b30488,"In the text box below, please describe any strategies you used to try and beat your opponent.",random selection
a1086b75-b314-41f5-8000-e7677c52e6e8,76f7fa2e-8f2a-49f8-b876-777910328350,"In the text box below, please describe any strategies you used to try and beat your opponent.","In the beginning, I did not have a strategy at all. After a while, I recognized a pattern that my opponent always chose the following object while occasionally doing the same object twice. If they did the object twice, then I would anticipate that they would move on after two times. "
b6c6f1e7-f192-4807-ad29-40eac78bd73e,8e03aa5d-dfb2-4273-847b-e839a9972a52,"In the text box below, please describe any strategies you used to try and beat your opponent.","I prioritize using rock multiple times, then move on to scissors, and occasionally use paper. 
Repeat using rock until the computer responds by playing paper, and then change my move."
e7477167-f461-4480-b357-eaece9044dd8,fe8153e9-03d0-4cbd-b162-4951af4aff11,"In the text box below, please describe any strategies you used to try and beat your opponent.","I noticed that at some points there would be a long period where the opponent would repeatedly use rock, paper, scissors in that order. Since I could predict which move the opponent would play, it was easy for me to pick the move that would win. Whenever the opponent defied that pattern, I went back to assess what moves the opponent would make since it was rare for the opponent to go backwards in the rock, paper scissors pattern. The opponent, for example, if picking scissors, would either pick scissors again or pick rock. The opponent would never go backward and pick paper."
89d74b17-ca3f-41b0-a5c9-78b812a68ad1,943c0fe3-91dc-4053-a029-cc39ea40670a,"In the text box below, please describe any strategies you used to try and beat your opponent.",tried to keep hitting rock button and then hit paper so that i could win
1fc2acbf-c673-4d70-bd64-fbaceab012c5,c387a19d-75d6-404f-921e-bc7ff26ec4d8,"In the text box below, please describe any strategies you used to try and beat your opponent.",i would watvh out for the pattern of the laptop
86ce3ea0-6e6e-4bc3-bc8d-6b4a60c455b4,1c4eedbb-5be3-48b2-a3c0-a5b8518ebb9f,"In the text box below, please describe any strategies you used to try and beat your opponent.",I tried to find a pattern in my opponent's choices. Then used that to decide how to win.
59c14d59-16a9-460d-bbfd-fa1a796c52b9,b91ef3ad-e166-47aa-b303-c5e86184dd87,"In the text box below, please describe any strategies you used to try and beat your opponent.","I went in order for a while and that seemed to work, to sort of randomize which one I would be choosing but ultimately there really was no strategy. "
fb2ac9d8-6aff-449e-8616-413a6d394705,aa5e1d0d-144a-4181-8044-11a8ae4afcf9,"In the text box below, please describe any strategies you used to try and beat your opponent.","The computer would go in order if i followed it's order, but it i beat it, it would change what it is doing until i went back to its order"
b2348bb6-a122-42d4-a702-40dbe8168e29,5f58390e-36e9-47e0-86c0-7b8342f3ab8d,"In the text box below, please describe any strategies you used to try and beat your opponent.",I figured out the pattern early on and just stuck to it.
8a0c3857-0e4b-4286-931e-cf4461f60968,408c3c0a-0d42-4bf0-8b30-4569555b68cf,"In the text box below, please describe any strategies you used to try and beat your opponent.",I noticed that the computer starting using the same one's in a sort of chronological order so I just kept using the one's that would beat it.
b3f8fdec-aff5-40ee-b2c9-a7c9c38ae5c8,4072b1da-8d44-4982-8499-1e50dcda98b8,"In the text box below, please describe any strategies you used to try and beat your opponent.","usually pretty random, did notice that whenever it went rock then paper it usually went scissors afterwords, also it liked to stick to ties
"
afa323fa-18c0-4372-b7a3-2532a4d61cad,bde42643-c3cc-4691-ab44-49694022e8ca,"In the text box below, please describe any strategies you used to try and beat your opponent.","I tried to understand the opponent's pattern that was determined based on what I last chose. Accordingly, I selected my option in anticipation."
b0da78c4-64ac-4b6b-bda0-2739bb209853,c7872cbb-107a-49c8-8857-14ca9a0a57dd,"In the text box below, please describe any strategies you used to try and beat your opponent.","First it was a lot of choosing what would lose. Then realizing after a while there were most cases that it would never do 3 of the same in a row so there was a most safe option. Then gotta stick with the power of rock, it didn't work but it had that power"
4b1fccb1-7604-431c-80f7-7926fd3d0089,e10c5137-504e-47d5-b1a9-7fcda2246bf1,"In the text box below, please describe any strategies you used to try and beat your opponent.","I noticed that it is better to alternate between picking the rock, scissor, and paper. Picking the same option over two times has the potential of losing. I noticed that when I followed the opponent's previous pick, it allowed me to score some points. Overall, alternating between the options in a certain pattern was the best strategy at trying to beat my opponent."
06939345-e8b3-4375-a528-75d41bba21fe,9576015e-730c-4ad7-9417-b869bced461a,"In the text box below, please describe any strategies you used to try and beat your opponent.","At first, I was trying to find one of the options that I could repeatedly choose and keep winning. Eventually, I figured out that I rarely lost when I selected the card to the right of the previous card I chose. So after I figured that out I continuously selected rock paper and scissors in the right to left order. With this figured out, I then wanted to know if I would win or lose when I chose the same option that I had just lost from (ex. If i just lost by choosing rock, if I chose rock again, would I win or lose?). After trying this a couple times, I realized that selecting the same card over and over would often result in a tie. That got boring, so I went back to going from right to left (this time not repeating the card after I lost from it) and found that I rarely tied or lost."
1de04862-5bbb-4eb5-a5d1-836b61b795ab,f1c9505b-9679-44f1-ab77-ef90857bb16e,"In the text box below, please describe any strategies you used to try and beat your opponent.","Nostrategy
"
e851e0fa-152a-47c4-91a8-d3d6067b3839,cffde77a-02e3-44e2-9a23-412fb569f35f,"In the text box below, please describe any strategies you used to try and beat your opponent.",why did it say game over? 
0589f70e-def3-4d35-aaa1-841925f7cf87,c7675601-e383-4906-b947-66193f2888d9,"In the text box below, please describe any strategies you used to try and beat your opponent.",trying to find a pattern
7aae2933-f344-45ae-9cdb-c0437b15998c,980076f1-2d6a-49e1-864d-1e7934778155,"In the text box below, please describe any strategies you used to try and beat your opponent.","The opponent threw hand in pattern, so I just threw in a pattern"
e883f55c-0cb3-4d25-b680-5b52520ef854,8d6fa1b6-5176-47ad-b83b-981a8768bf69,"In the text box below, please describe any strategies you used to try and beat your opponent.",none
890987cf-83e9-429f-a435-abab474695bf,fb56004d-b76b-430c-8ad4-7fa38309d854,"In the text box below, please describe any strategies you used to try and beat your opponent.",Strategies I tried we picking the same thing multiple times in a row.
89d4b7a8-dcfc-4d87-aced-6c77578e984c,b6fa5b74-d7f7-4eb2-8a96-8ac97773d896,"In the text box below, please describe any strategies you used to try and beat your opponent.","After a while I realized that if I picked rock, paper, scissors in order I would either win the round or tie. "
08d13703-0de7-4f58-aa8b-4996af18f6da,f7648a2d-944f-49ae-a8c3-38ee63607ae1,"In the text box below, please describe any strategies you used to try and beat your opponent.","I switch in sequence and I found that if I lost, I can get my score back by choosing the same stuff the next time."
deadefcf-8713-4c96-b86f-c9fa129dc56a,52183fea-7ccb-4296-8f2c-cb38f25834e6,"In the text box below, please describe any strategies you used to try and beat your opponent.",trying to fimd the pattern of oppsite used.
588fd35e-b82d-434f-b65d-9470deff5b0b,63cf564c-3bb4-4ea3-9c3e-ce91edc7f3e8,"In the text box below, please describe any strategies you used to try and beat your opponent.","My strategy was to make my decisions in the order of rock, paper, scissors. I literally chose rock first, then paper, then scissors and repeated that cycle. When I lost two games in a row, then I would repeat my previous answer, and then continue the cycle again."
8941e5fe-6853-4a94-8c62-0c5079c4b36d,09523cc6-ffba-4fcb-8c83-d38aa9be0bc0,"In the text box below, please describe any strategies you used to try and beat your opponent.",there was an obvious pattern at times
9827a7c5-73d3-485f-8454-3f0f7a11bd2d,64f6d9f7-e99c-4edd-af0c-15cf70abeed0,"In the text box below, please describe any strategies you used to try and beat your opponent.","sometimes, there is a repeat of rock, paper, scissor"
5ccf2e48-bc25-4887-8dec-0695c255d1e3,5ae44ea4-e58e-4c1a-bbe2-85ea8c25ca91,"In the text box below, please describe any strategies you used to try and beat your opponent.",none
a06a7f63-99a1-448b-a071-d7786b1cd91b,859125e1-2c59-40b5-a639-3ed524099405,"In the text box below, please describe any strategies you used to try and beat your opponent.",I tried to figure out the pattern and once I found a steady flow I followed it.
4f83446c-8546-4427-9814-9fb33449a802,386e418a-8a16-45d5-acf7-3b85a2999814,"In the text box below, please describe any strategies you used to try and beat your opponent.","I found a pattern after the first 10-20 rounds and realized that my opponent was going from rock to paper to scissors consistently, but then only occasionally switching up the pattern to something else, one which was still predictable and could be matched and then the following move would be in that same order so I would just continue to repeat on my same order, one step ahead of the opponent"
a195a806-d892-4f03-aabf-2c8baf4060c0,5cf138e9-a4e6-4460-bc74-8995993854bf,"In the text box below, please describe any strategies you used to try and beat your opponent.","After a while, I started to notice a pattern. Beating the computer once with a specific output, the system begins to go in order from 1 - 3 and then repeats itself until a certain number of trials."
56b3559b-8d73-4b07-bf43-8bd1bec39b5e,1c77a9d0-2c49-4eff-9369-71fe3bb1e16e,"In the text box below, please describe any strategies you used to try and beat your opponent.",I tried to randomize my options and do something that was not expected
1c59e146-e60b-457c-8bed-84a91246378e,21cca229-0ddd-40e1-aafd-4fcfa483c8ea,"In the text box below, please describe any strategies you used to try and beat your opponent.","Let it believe you only choose scissor, then you give it a rock"
67f51a5d-55cb-4e2d-bc5c-f5c933ff75d6,ff6d0064-2d19-4f80-b3b3-c49bf18344ce,"In the text box below, please describe any strategies you used to try and beat your opponent.",I didn't really know what I was doing to anticipate my opponents next move. I guess I was trying my best to figure out patterns to recognize what someone might do if they just picked this and I just picked that or what ever. It is kind of hard to explain I just noticed recurring moves and I tried to anticipate the next one.
4fa4db4c-a873-4089-8cbc-1019a40ff01e,a88f80ef-15a5-49c8-8b03-f248c5556dff,"In the text box below, please describe any strategies you used to try and beat your opponent.","It was mostly guessing, and I just started on the opposite end of whatever their last option was and used that item twice. "
81ae0d90-deaf-4d9a-a29c-193bf0c809c2,307092ad-541f-4bc5-bce8-2f4d8ccd7964,"In the text box below, please describe any strategies you used to try and beat your opponent.","It seemed like the program would cycle through some of the past decisions I made. So, you could recognize some patterns of the choices it would make. Like if you press paper a bunch of times it would also do the same to keep the scores even, but then when you deviate from paper it would choose paper one more time and then pick something to beat what you chose."
98b9bfea-45c9-45ae-874c-61e24b9ec69e,42c779d3-4874-4801-bb3b-9fb3ce07452e,"In the text box below, please describe any strategies you used to try and beat your opponent.","At certain points, I noticed that patterns developed in what me and my opponent were choosing, so I went with it until I noticed it changed."
b086b1a1-2f63-40fd-8d20-d30fe85513ef,756a936c-7a7b-40ed-a046-d98f9b9cd354,"In the text box below, please describe any strategies you used to try and beat your opponent.",choose the same as the opponents
bd0681c1-5013-4132-b540-3098df50b662,35893075-e4cf-411f-bf9a-ecf2a813db81,"In the text box below, please describe any strategies you used to try and beat your opponent.",ok so i eventually figured out it goes in loop from left to right over and over but then it'll randomly re-start in a new place
939669ea-9141-4a02-a9d0-46936f0c0a89,fc43162a-4035-4626-a886-8aa650609a1d,"In the text box below, please describe any strategies you used to try and beat your opponent.","It seemed that most of the timer the cpu picked the last move picked that last move I made. Thus, my strategy was to just alternate my moves by going clockwise as that order ensure that my current move would beat my last move."
d4b32ec9-1250-4ffb-b581-6d060d9d6074,0d3cdb21-e4cc-4822-9627-d1d02b9cb2f1,"In the text box below, please describe any strategies you used to try and beat your opponent.","First I simply tried playing the game by guessing which turn it would make. Than I realized the game had a pattern to it and I simply just followed the pattern after that to get to my goal. The pattern of the opponent was rock, paper, and scissors and they played it in that order so all I had to do was play the winning hand. "
5e2dfb9e-b23e-4b95-95eb-3292cbf5a009,b9299d78-296b-432d-a848-7171eaf8913d,"In the text box below, please describe any strategies you used to try and beat your opponent.",I tried to anticipate what was coming by looking at the ones that they have used. I wanted to also try to be random so that it would be hard to predict.
8df64c8f-8674-4d5e-a58f-bba785a1b5a8,e584aebe-d615-493f-aad7-29058c6e27c2,"In the text box below, please describe any strategies you used to try and beat your opponent.",Saw a pattern in what they chose
d671d6b6-f87e-4b57-b345-f4efb81d611d,acfdef1c-c703-4202-bee5-20a55075da19,"In the text box below, please describe any strategies you used to try and beat your opponent.","The choices of my opponent was constant: Scissors, paper, rock"
41ab8b3e-7cb4-4ebc-806a-10ccc799d790,c44472de-22f9-4cbf-89a4-8d330fd6f35a,"In the text box below, please describe any strategies you used to try and beat your opponent.","After a couple rounds I noticed that for the majority of the game my opponent went in order, i.e scissors then paper then rock, and would continue to repeat that pattern. After noticing the pattern I just simply selected the counter since they were demonstrating an obvious choice pattern.

After about every 10 rounds, I noticed that my opponent would re-select the object from the previous round. Unfortunately, I could not capitalize because I only noticed that pattern during the final rounds."
